structure_id,id_type,standpipe_status,standpipe_casefile,fire_alarm_status,fire_alarm_casefile,smoke_control_status,smoke_control_casefile,pier_status,pier_casefile,fire_escape_status,fire_escape_casefile,private_bridge_status,private_bridge_casefile,emer_stdby_pwr_sys_status,emer_stdby_pwr_sys_casefile,special_hazards_status,special_hazards_casefile,facade_status,facade_casefile,sprinkler_status,sprinkler_casefile,damper_status,damper_casefile,objectid
1163898,BIN,,,Expired,,,,,,,,,,Expired,,,,,,Expired,,,,8361
1479180,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,8362
1548610,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,8363
1422484,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8364
1368682,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,8365
1545536,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8366
3000100,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8367
1341852,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8368
1447961,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8369
1519675,BIN,,,,,,,,,,,,,Expired,,,,,,,,,,8370
1240961,BIN,,,,,,,,,,,,,Expired,,Active,,,,,,,,8371
1186572,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8372
1094095,BIN,,,Expired,,,,,,,,,,,,Expired,,,,Expired,CF-2025-046544,,,8373
1331632,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8374
1524880,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8375
1104718,BIN,,,Expired,,,,,,,,,,,,,,Active,,Expired,,,,8376
1548507,BIN,,,Active,,,,,,,,,,,,Expired,,,,Expired,,,,8377
1504630,BIN,,,Expired,,,,,,,,,,Expired,,,,,,Expired,,,,8378
1530927,BIN,,,Active,,,,,,,,,,,,,,Active,,Active,,,,8379
1412847,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8380
1482665,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,8381
1265668,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,8382
1469903,BIN,,,,,,,,,,,,,,,Active,,,,Active,,,,8383
1298924,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,8384
1012976,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8385
1543912,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8386
1131243,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8387
1369368,BIN,,,Expired,,,,,,,,,,,,Expired,,Active,,Expired,,,,8388
1104116,BIN,,,Active,,,,,,,,,,Expired,,,,,,Expired,,,,8389
1382241,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8390
1480032,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,8391
1420957,BIN,,,Active,,,,,,Active,,,,Active,,,,,,Expired,,,,8392
1544774,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,8393
1474039,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8394
1386821,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8395
1478451,BIN,,,Active,,Expired,,,,,,,,,,Active,,Active,,Expired,,Active,,8396
1543179,BIN,,,Active,,,,,,,,,,,,,,Active,,,,Active,,8397
1369256,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8398
1549065,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,8399
1214406,BIN,,,Active,,,,,,,,,,Active,,Active,,,,Active,,,,8400
1535588,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,8401
1058583,BIN,,,Active,,,,,,,,,,Active,,,,,,Active,,,,8402
1329202,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8403
1072137,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8404
1054456,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8405
1194113,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8406
1483255,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8407
1514143,BIN,,,Active,,,,,,,,,,,,Expired,,Active,,Active,,,,8408
1488375,BIN,,,Active,,,,,,,,,,Active,,Active,,Active,,Expired,,,,8409
1486419,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,8410
1239421,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8411
1096076,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8412
1529946,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8413
1020226,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8414
1271493,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8415
1521390,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8416
1475322,BIN,,,,,,,,,Active,,,,,,,,,,Active,,,,8417
1550098,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8418
1496266,BIN,,,,,,,,,,,,,,,,,,,,,Active,,8419
1265151,BIN,,,Active,,,,,,,,,,,,,,Active,,Active,,,,8420
1547988,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,8421
1542889,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8422
1071798,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,8423
1435255,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,8424
1403292,BIN,,,,,,,,,Active,,,,,,,,,,,,,,8425
1547164,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8426
1502847,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8427
1498855,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,8428
1488286,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8429
1338430,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8430
1164947,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8431
1295866,BIN,,,,,,,,,,,,,,,Active,,,,Deficient,CF-2024-034667,,,8432
1496580,BIN,,,,,,,,,,,,,,,Active,,,,,,,,8433
1382560,BIN,,,,,,,,,,,,,,,Active,,,,,,,,8434
1364301,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8435
1134711,BIN,,,Active,,,,,,,,,,Expired,,,,,,Deficient,,,,8436
1380644,BIN,,,Active,,Active,,,,,,,,Active,,,,Active,,Active,,Active,,8437
1498347,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8438
1435363,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8439
1029880,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,8440
1070534,BIN,,,,,,,,,Active,,,,,,,,Active,,Deficient,CF-2025-081781,,,8441
1144774,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,8442
1451604,BIN,,,Active,,,,,,,,,,Active,,,,,,Active,,,,8443
1224303,BIN,,,Active,,,,,,,,,,,,Expired,,,,Active,,,,8444
1460985,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8445
1030192,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,8446
1390202,BIN,,,Active,,,,,,,,,,Active,,Active,,,,Active,,,,8447
1372142,BIN,,,Active,,Active,,,,,,,,Expired,,Active,,Active,,Expired,,Active,,8448
1536611,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,8449
1467512,BIN,,,,,,,,,,,,,,,Active,,,,Active,,,,8450
1344022,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8451
1375588,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8452
1503909,BIN,,,Active,,,,,,Active,,,,Active,,,,,,,,,,8453
1056921,BIN,,,Deficient,CF-2023-074930,,,,,,,,,,,Active,,Active,,Expired,,,,8454
1007818,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8455
1440679,BIN,,,,,,,,,Active,,,,,,,,,,,,,,8456
1404500,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8457
1541561,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8458
1178970,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8459
1403785,BIN,,,Expired,,,,,,,,,,Expired,,,,,,Active,,,,8460
1436386,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8461
1334493,BIN,,,Expired,,,,,,,,,,Expired,,Expired,,,,,,,,8462
1452717,BIN,,,Active,,,,,,Active,,,,Active,,,,,,,,,,8463
1210916,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8464
1057358,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8465
1007418,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8466
3000047,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8467
1463230,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8468
1510253,BIN,,,Active,,,,,,Active,,,,Active,,,,,,,,,,8469
1080082,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8470
3000647,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8471
1412792,BIN,,,Active,,,,,,,,,,,,Expired,,Expired,,Active,,,,8472
1252459,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,8473
1435906,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8474
1019028,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,8475
1084265,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,8476
1547428,BIN,,,Active,,,,,,,,,,Active,,Expired,,Expired,,Expired,,,,8477
1547455,BIN,,,Expired,,,,,,,,,,Expired,,,,,,Active,,,,8478
1287826,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,8479
1502832,BIN,,,,,,,,,Active,,,,,,Active,,,,,,,,8480
1523626,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8481
1023625,BIN,Active,,Active,,,,,,,,,,,,Active,,,,Expired,,,,8482
1514487,BIN,,,Deficient,CF-2025-076631,,,,,,,,,,,Active,,,,Active,,,,8483
1302115,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,8484
1287600,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,8485
1436398,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8486
1530902,BIN,,,Active,,,,,,,,,,,,Active,,Active,,Active,,,,8487
1468535,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8488
1437294,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,8489
1160076,BIN,,,,,,,,,,,,,,,Active,,,,,,,,8490
1364823,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8491
1005346,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8492
1021701,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8493
1134710,BIN,,,Active,,,,,,,,,,,,Expired,,,,Deficient,,,,8494
1028953,BIN,,,Active,,,,,,,,,,,,,,,,Deficient,CF-2025-114724,,,8495
1067355,BIN,,,Expired,,,,,,,,,,,,Active,,,,Active,,,,8496
1251169,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8497
1448396,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8498
1378227,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8499
1489159,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8500
1000480,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8501
1004064,BIN,,,Active,,,,,,,,,,Active,,Active,,,,Active,,,,8502
1263599,BIN,,,,,,,,,,,,,,,Active,,,,,,,,8503
1494081,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8504
1232107,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,8505
1503253,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,8506
1136981,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,8507
1508565,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8508
1536248,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8509
1531045,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8510
1108832,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8511
1424822,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8512
1503852,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,8513
1132231,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8514
1536628,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,8515
1418638,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8516
1277067,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8517
1256673,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8518
1421792,BIN,,,Active,,,,,,Active,,,,Expired,,Active,,,,Active,,,,8519
1542512,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8520
1006193,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8521
1461859,BIN,,,Active,,,,,,,,,,,,Expired,,,,,,,,8522
1432939,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,8523
1073319,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8524
1042556,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8525
1410415,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8526
1112543,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8527
1287641,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8528
1437491,BIN,,,,,,,,,,,,,,,Active,,,,,,,,8529
1373032,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,8530
1024314,BIN,,,Active,,,,,,,,,,Active,,,,Active,,Active,,,,8531
1192806,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8532
1414991,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,8533
1006268,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8534
1489145,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8535
1037405,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8536
1474523,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8537
1062871,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,8538
1458725,BIN,,,Active,,,,,,,,,,Active,,,,Active,,Active,,,,8539
1061960,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8540
1521410,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8541
1005283,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8542
1284831,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8543
1502851,BIN,,,Active,,Active,,,,,,Expired,,Active,,Active,,Active,,Active,,Active,,8544
1375734,BIN,,,Active,,,,,,,,,,Expired,,Active,,,,Expired,,,,8545
1374153,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,8546
1424038,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8547
1053518,BIN,,,Active,,,,,,,,,,Active,,,,,,Active,,,,8548
1022557,BIN,,,Active,,,,,,,,,,,,,,Active,,Active,,,,8549
1451711,BIN,,,Active,,,,,,Active,,,,Active,,Expired,,Active,,Active,,,,8550
1401584,BIN,,,Active,,,,,,,,,,Expired,,,,,,Active,,,,8551
1429111,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8552
1050226,BIN,,,,,,,,,,,,,,,Active,,,,,,,,8553
1307310,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8554
1144643,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8555
1021859,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,8556
1506246,BIN,,,Active,,,,,,,,,,,,Expired,,,,,,,,8557
1309065,BIN,,,Expired,,,,,,,,,,,,Active,,,,Expired,,,,8558
1542969,BIN,,,Expired,,,,,,,,,,,,,,,,Deficient,CF-2025-037079,,,8559
1538266,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8560
1238340,BIN,,,,,,,,,,,,,,,Expired,,,,Active,,,,8561
1258837,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8562
1037584,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8563
1413880,BIN,,,Active,,,,,,,,,,,,,,Active,,Active,,,,8564
1412482,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8565
1514087,BIN,,,Active,,,,,,,,,,,,,,,,Deficient,,,,8566
1391942,BIN,,,,,,,,,Active,,,,,,,,,,,,,,8567
1074682,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,8568
1472063,BIN,,,Expired,,,,,,Active,,,,,,,,,,,,,,8569
3000558,BIN,,,Active,,,,,,,,,,Active,,,,Active,,Deficient,CF-2025-100244,,,8570
1376257,BIN,,,Active,,,,,,Active,,,,Active,,,,Active,,,,,,8571
1172172,BIN,,,,,,,,,,,,,,,Active,,,,,,,,8572
1075271,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,8573
1452577,BIN,,,Active,,,,,,,,,,,,Expired,,,,,,,,8574
1021817,BIN,,,Deficient,CF-2025-078932,,,,,,,,,,,,,,,,,,,8575
1008913,BIN,,,Active,,,,,,Active,,,,,,,,,,Active,,,,8576
1036520,BIN,,,,,,,,,,,,,,,,,,,Deficient,,,,8577
1513418,BIN,,,Active,,,,,,Active,,,,Active,,,,,,,,,,8578
1417197,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8579
1408931,BIN,,,Expired,,,,,,,,,,Expired,,Expired,,,,,,,,8580
1370988,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8581
1061114,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8582
1208499,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8583
1025683,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8584
1450843,BIN,,,Active,,,,,,,,,,Active,,Active,,Active,,Deficient,CF-2025-127241,,,8585
1003928,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,8586
1387565,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8587
1023971,BIN,,,Active,,,,,,Active,,,,Expired,,,,,,Active,,,,8588
1497684,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8589
1274752,BIN,,,Expired,,,,,,,,,,Expired,,,,,,Active,,,,8590
1508372,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8591
1382382,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8592
1048138,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,8593
1159152,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8594
1291605,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8595
1440190,BIN,,,Deficient,CF-2025-092700,,,,,,,,,,,,,,,Expired,CF-2025-092700,,,8596
1123798,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8597
1443780,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8598
1471090,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8599
1407747,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,8600
1509458,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,8601
1512154,BIN,,,Active,,,,,,,,,,,,Active,,Active,,Active,,,,8602
1113876,BIN,,,,,,,,,,,,,,,Active,,,,,,,,8603
1514707,BIN,Expired,,Active,,,,,,,,,,,,,,,,Active,,,,8604
1039167,BIN,,,Expired,,,,,,,,,,Expired,,Active,,,,,,,,8605
1035777,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8606
1098514,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8607
1455893,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8608
1319257,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8609
1547160,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8610
1412783,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8611
1086569,BIN,,,,,,,,,,,Expired,,,,,,,,,,,,8612
1365233,BIN,,,Active,,,,,,Active,,,,Active,,,,,,,,,,8613
1404748,BIN,,,Active,,,,,,,,,,,,Active,,,,Expired,,,,8614
1153760,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8615
1474137,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8616
1218092,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8617
1535399,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8618
1124602,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,8619
1496571,BIN,,,Active,,,,,,,,,,Expired,,,,Active,,Active,,,,8620
1240632,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8621
1419129,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8622
1143937,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,8623
1380017,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8624
1451600,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8625
1507752,BIN,,,Expired,,,,,,,,,,Expired,,,,,,Expired,,,,8626
1050468,BIN,,,Expired,CF-2025-121511,,,,,,,,,,,,,Active,,Active,,,,8627
1393914,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8628
1026672,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8629
1445530,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,8630
1330245,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8631
1382635,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8632
1008464,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8633
1104437,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,8634
1228506,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8635
1449521,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,8636
1447570,BIN,,,Active,,,,,,,,,,Expired,,Deficient,CF-2025-102527,Active,,Deficient,CF-2025-102527,,,8637
1003285,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,8638
1442051,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8639
1496204,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8640
1000461,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8641
1484204,BIN,,,,,,,,,,,,,,,,,Active,,Active,,,,8642
1241758,BIN,,,Expired,,,,,,,,,,,,Expired,,,,Deficient,,,,8643
1508430,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8644
1177253,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8645
1291920,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8646
1033762,BIN,,,Active,,,,,,,,,,Active,,,,Active,,Active,,,,8647
1435137,BIN,,,Expired,,,,,,,,,,Active,,,,Active,,Active,,,,8648
1003615,BIN,,,Expired,,,,,,,,,,,,Active,,,,Active,,,,8649
1486771,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8650
1117395,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8651
1390670,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8652
1280441,BIN,,,Active,,,,,,,,,,Active,,Active,,,,,,,,8653
1112001,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8654
1294704,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8655
1011453,BIN,,,Deficient,,,,,,,,,,,,Active,,,,,,,,8656
1070595,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,8657
1056415,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8658
1385632,BIN,,,,,,,,,Active,,,,Active,,,,Active,,Active,,,,8659
1063942,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8660
1022242,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8661
1027326,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8662
1417455,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8663
1121868,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8664
1052350,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8665
1415631,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,8666
1261653,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8667
1514141,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,8668
1550108,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8669
1250431,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,8670
1506354,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8671
1079180,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8672
1298700,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8673
1144577,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8674
1492856,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8675
1104769,BIN,,,Expired,,,,,,,,,,,,Expired,,,,,,,,8676
1029878,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8677
1543139,BIN,,,Active,,,,,,,,,,Expired,,,,,,Expired,,,,8678
1343338,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,8679
1289253,BIN,,,Expired,,,,,,Active,,,,Expired,,,,,,,,,,8680
1221067,BIN,,,Active,,,,,,,,,,,,Expired,,,,,,,,8681
1127168,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8682
1301966,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,8683
1147352,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8684
1283239,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8685
1309420,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8686
1323303,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8687
1083688,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,8688
1398638,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8689
1100806,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,8690
1466958,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8691
1470708,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8692
1468482,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,8693
1032000,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8694
1420654,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8695
1154240,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8696
1525239,BIN,,,Expired,,,,,,,,,,Expired,,,,Active,,Expired,,Active,,8697
1242862,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8698
1435858,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,8699
1426230,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8700
1188010,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8701
1428854,BIN,,,,,,,,,Active,,,,,,,,,,,,,,8702
1060865,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,8703
1520238,BIN,,,,,,,,,,,,,,,,,,,Active,,,,8704
1056751,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8705
1298812,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8706
1476514,BIN,,,Expired,,,,,,,,,,,,Active,,,,Active,,,,8707
1414572,BIN,,,,,,,,,,,,,,,Active,,,,,,,,8708
1114719,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8709
1276298,BIN,,,Active,,,,,,,,,,Active,,,,,,Active,,,,8710
1157849,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,8711
1459596,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8712
1392122,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8713
1018623,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,8714
1135815,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8715
1440177,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,8716
1407901,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,8717
1258463,BIN,,,Expired,,,,,,Active,,,,Expired,,,,,,,,,,8718
1027044,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8719
1273921,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,8720
1117259,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8721
1545386,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,8722
1478454,BIN,,,Active,,,,,,,,,,,,,,,,,,,,8723
1094311,BIN,,,Active,,,,,,,,,,,,Active,,,,Deficient,,,,8724
1500594,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,8725
