structure_id,id_type,standpipe_status,standpipe_casefile,fire_alarm_status,fire_alarm_casefile,smoke_control_status,smoke_control_casefile,pier_status,pier_casefile,fire_escape_status,fire_escape_casefile,private_bridge_status,private_bridge_casefile,emer_stdby_pwr_sys_status,emer_stdby_pwr_sys_casefile,special_hazards_status,special_hazards_casefile,facade_status,facade_casefile,sprinkler_status,sprinkler_casefile,damper_status,damper_casefile,objectid
1521654,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13482
1489839,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13483
1164864,BIN,,,Deficient,,,,,,Active,,,,Expired,,Expired,,,,,,,,13484
1494482,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13485
1297984,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13486
1112047,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13487
1103199,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13488
1410435,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13489
1175585,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13490
1418940,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13491
1244370,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,13492
1080938,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13493
1475464,BIN,,,Expired,CF-2025-024262,,,,,,,,,Active,,,,Active,,Expired,CF-2025-024262,,,13494
1491277,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13495
1243141,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13496
1150928,BIN,,,Active,,,,,,,,,,Active,,Active,,,,,,,,13497
1547435,BIN,,,Expired,,,,,,,,,,Expired,,Expired,,,,,,,,13498
1457570,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13499
1212837,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,13500
1267666,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13501
1542119,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13502
1392825,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13503
1389195,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13504
1550071,BIN,,,,,,,,,Active,,,,,,,,,,,,,,13505
1490245,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,13506
1291854,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,13507
1468879,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13508
1122134,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13509
1130168,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13510
1543279,BIN,,,Active,,,,,,,,,,Active,,,,Active,,Expired,,,,13511
1550095,BIN,,,Active,,,,,,,,,,Expired,,,,,,Active,,Active,,13512
3000524,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13513
1016028,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13514
1003951,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,13515
1413764,BIN,,,Expired,,,,,,,,,,,,Active,,,,Expired,,,,13516
1425540,BIN,,,Active,,,,,,,,,,Expired,,,,,,Expired,,,,13517
1548443,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13518
3998018,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13519
1497535,BIN,,,Expired,,,,,,,,,,Expired,,Active,,Expired,,Expired,,Active,,13520
1530910,BIN,,,,,,,,,,,,,,,Expired,,Active,,Active,,,,13521
1454579,BIN,,,Active,,,,,,,,,,,,Expired,,Active,,Deficient,,,,13522
1374305,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13523
1437075,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13524
1198951,BIN,,,Active,,,,,,,,,,,,Expired,,,,Active,,,,13525
1499108,BIN,,,Expired,,,,,,,,,,Expired,,Expired,,,,Expired,,,,13526
1423660,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13527
1287199,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13528
1451191,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13529
1329104,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,13530
1471328,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13531
1421583,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13532
1314544,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13533
1374481,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13534
1532057,BIN,,,,,,,,,Expired,,,,,,,,,,,,,,13535
1546452,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13536
1175563,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13537
1074635,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13538
1465849,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13539
1246123,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13540
1544307,BIN,,,Deficient,CF-2025-089331,,,,,,,,,,,,,,,Expired,CF-2025-089331,,,13541
1107257,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13542
1399164,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13543
1451538,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,13544
1073381,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13545
1135570,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13546
1136258,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13547
1309388,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13548
1314365,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13549
1100805,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,13550
1359263,BIN,,,,,,,,,Expired,,,,,,,,,,Active,,,,13551
1020975,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13552
1205088,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13553
1262079,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13554
1025604,BIN,,,Active,,,,,,,,,,Active,,,,,,Active,,,,13555
1134967,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13556
1061350,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13557
1167824,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13558
1230993,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13559
1549877,BIN,,,Expired,,,,,,,,,,Active,,Active,,,,Expired,,,,13560
1058866,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13561
1097751,BIN,,,Active,,,,,,Expired,,,,,,,,,,Expired,,,,13562
1365344,BIN,,,Deficient,,,,,,,,,,,,,,,,Expired,,,,13563
1463268,BIN,,,Deficient,CF-2025-126609,,,,,,,,,Expired,CF-2025-126609,,,Active,,Active,,,,13564
1439437,BIN,,,Active,,,,,,,,,,Expired,,,,Active,,Deficient,CF-2025-113743,,,13565
1254077,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13566
1527258,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13567
1135259,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13568
1003516,BIN,,,,,,,,,,,,,Expired,,,,,,,,,,13569
1375913,BIN,,,Active,,,,,,,,,,Expired,,,,Active,,Active,,,,13570
1447617,BIN,,,Active,,,,,,Active,,,,Active,,,,,,,,,,13571
1364436,BIN,Expired,,Active,,,,,,,,,,Active,,Expired,,Active,,Active,,,,13572
1074727,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13573
1490351,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13574
1045867,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13575
1116299,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13576
1124207,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13577
1064144,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13578
1014318,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,13579
1525828,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13580
1546469,BIN,,,Expired,,,,,,,,,,Active,,Active,,,,Expired,,,,13581
1104875,BIN,,,,,,,,,,,,,,,Deficient,,,,,,,,13582
1408627,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13583
1016174,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13584
1064836,BIN,,,Expired,,,,,,,,,,Active,,,,,,Expired,,,,13585
1383910,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,13586
1540045,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13587
1004623,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13588
1543032,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13589
1365487,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13590
1408175,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13591
1550357,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13592
1185213,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13593
1437356,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13594
1366600,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13595
1530951,BIN,,,,,,,,,Active,,,,,,,,,,,,,,13596
1512370,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13597
1440865,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13598
1368467,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13599
1547429,BIN,,,Expired,,,,,,Active,,,,Expired,,,,,,Active,,,,13600
1452224,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13601
1536510,BIN,,,Expired,,,,,,,,,,,,Active,,,,Active,,,,13602
1004587,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13603
1313914,BIN,,,Active,,,,,,,,,,,,Active,,,,Expired,,,,13604
1137847,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13605
1454652,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13606
1108060,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,13607
1011567,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13608
1433799,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13609
1159042,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13610
1293655,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13611
1548729,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13612
1442560,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13613
1475470,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13614
1076965,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13615
1359216,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13616
1051325,BIN,,,Expired,,,,,,,,,,Expired,,Expired,,,,Expired,,,,13617
1525678,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13618
1376250,BIN,,,Active,,,,,,,,,,Expired,,Active,,,,Active,,,,13619
1394489,BIN,,,Active,,,,,,,,Active,,,,Active,,Active,,Active,,,,13620
1546444,BIN,,,Active,,,,,,Expired,,,,,,,,Active,,Expired,,,,13621
1070879,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13622
1492845,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13623
1145349,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13624
1080580,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13625
1060116,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13626
1452427,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13627
1257188,BIN,,,,,,,,,,,,,Active,,,,,,,,,,13628
1412838,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,13629
1427818,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13630
1005369,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13631
1443808,BIN,,,Expired,,,,,,,,,,Active,,,,,,Active,,,,13632
1536641,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13633
1277110,BIN,,,Active,,,,,,,,,,,,Active,,,,Expired,CF-2025-080297,,,13634
1549430,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13635
1375737,BIN,,,Active,,,,,,,,,,Active,,Active,,Active,,Active,,Active,,13636
1460963,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13637
1544739,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13638
1439241,BIN,,,,,,,,,,,,,,,,,Active,,Expired,,,,13639
1451056,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13640
1091792,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13641
1392896,BIN,,,Active,,,,,,,,,,,,Expired,,,,Active,,,,13642
1143007,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13643
1550035,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,13644
1451232,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13645
1517503,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13646
1420576,BIN,,,Expired,,,,,,Active,,,,Expired,,,,,,,,,,13647
1270941,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13648
1443873,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,13649
1045004,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13650
1418904,BIN,,,Expired,,,,,,,,,,,,Expired,,,,,,,,13651
1282352,BIN,,,,,,,,,,,,,Expired,,,,,,,,,,13652
1211471,BIN,,,Active,,,,,,,,,,,,Deficient,,,,Active,,,,13653
1397457,BIN,,,Expired,,,,,,Expired,CF-2023-034713,,,,,Expired,,,,,,,,13654
1510998,BIN,,,Active,,,,,,,,,,,,,,Active,,Active,,,,13655
1549626,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13656
1479768,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13657
1493942,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13658
1492132,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13659
1000871,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13660
1399298,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13661
1403134,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13662
1049850,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13663
1543034,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13664
1504730,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13665
1545848,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13666
1339089,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13667
1550096,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13668
1281946,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13669
1112433,BIN,,,Expired,,,,,,Active,,,,,,,,,,,,,,13670
1072217,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13671
1379253,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,13672
1034107,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13673
1136673,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13674
1547432,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13675
1449917,BIN,,,Deficient,CF-2025-089469,,,,,,,,,,,,,,,,,,,13676
1177677,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13677
1497687,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13678
1375576,BIN,,,Active,,,,,,Active,,,,Active,,,,,,,,,,13679
1407456,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13680
1206560,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,13681
1182954,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,13682
1372353,BIN,,,Active,,,,,,,,,,Active,,,,,,Active,,,,13683
1140111,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13684
1055762,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13685
1437071,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13686
1003299,BIN,,,Expired,,,,,,,,,,,,Active,,,,Expired,,,,13687
1451425,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13688
1542153,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13689
1548004,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,13690
1205737,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13691
3000273,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13692
1546282,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13693
1148434,BIN,Expired,,Expired,,,,,,,,,,,,,,,,Expired,,,,13694
1548022,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13695
1542639,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13696
1528936,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13697
1467618,BIN,,,Expired,,,,,,Active,,,,,,,,,,,,,,13698
1461963,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,13699
1398014,BIN,,,Active,,,,,,,,,,,,Expired,,,,,,,,13700
1398734,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13701
1338559,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13702
1389165,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13703
1042190,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13704
1039571,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13705
1498862,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13706
1229888,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13707
1045942,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13708
1317797,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13709
1531376,BIN,,,Expired,,,,,,,,,,Active,,,,,,Active,,,,13710
1538685,BIN,,,Active,,,,,,,,,,,,,,Active,,Expired,,,,13711
1116405,BIN,,,,,,,,,Expired,CF-2023-021501,,,,,,,,,,,,,13712
1526286,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,13713
1518344,BIN,,,Expired,,,,,,,,,,Active,,,,,,Expired,,,,13714
1545547,BIN,,,Active,,,,,,,,,,,,,,Active,,Expired,CF-2023-092741,,,13715
1045097,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13716
1071327,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13717
1486332,BIN,,,,,,,,,,,,,,,Active,,,,Active,,,,13718
1393511,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13719
1358796,BIN,,,,,,,,,,,,,,,Active,,,,Expired,,,,13720
1063664,BIN,,,Deficient,,,,,,,,,,,,,,,,Active,,,,13721
1497713,BIN,,,,,,,,,,,,,,,,,,,Deficient,CF-2025-117619,,,13722
1108876,BIN,,,Active,,,,,,Active,,,,,,,,,,Expired,,,,13723
1110797,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,13724
1125967,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13725
1331370,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13726
1398090,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13727
1147621,BIN,,,Expired,,,,,,,,,,Active,,,,,,,,,,13728
1173517,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13729
1545504,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13730
1417055,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13731
1544787,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13732
1012917,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13733
1483480,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13734
1514878,BIN,,,Active,,,,,,,,,,,,,,,,Expired,CF-2025-066746,,,13735
1124326,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13736
1021618,BIN,,,Active,,,,,,,,,,,,Expired,,,,Deficient,CF-2025-118471,,,13737
1370807,BIN,,,Expired,,,,,,Active,,,,,,Expired,,,,,,,,13738
1218379,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13739
1034833,BIN,,,,,,,,,,,,,,,,,Active,,Active,,,,13740
1453903,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,13741
1262028,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,13742
1383429,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13743
1534764,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13744
1182840,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13745
1016804,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13746
1427188,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13747
1420297,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13748
1515431,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13749
1094137,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,13750
1365789,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13751
1081551,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13752
1338554,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13753
1000366,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13754
1437354,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13755
1449107,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13756
1078477,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13757
1463267,BIN,,,Deficient,CF-2025-115933,,,,,,,,,Expired,CF-2025-115933,Active,,Expired,,Deficient,CF-2025-115933,,,13758
1027070,BIN,,,Active,,,,,,,,,,,,,,,,Deficient,,,,13759
1545243,BIN,,,Deficient,,,,,,,,,,,,,,,,Expired,,,,13760
1430325,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13761
1365602,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13762
1096853,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,13763
1042849,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13764
1375030,BIN,,,Active,,,,,,,,,,,,Expired,,,,,,,,13765
1135967,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,13766
1172778,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,13767
1028025,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13768
1289808,BIN,,,Expired,,,,,,,,,,,,,,Active,,Expired,,,,13769
1372082,BIN,,,Expired,,,,,,Active,,,,Expired,,,,,,,,,,13770
1496560,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13771
1320070,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,13772
1492278,BIN,,,Expired,,,,,,,,,,Expired,,,,,,Expired,,,,13773
1007134,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13774
1547150,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13775
1177992,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13776
1549373,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13777
1502857,BIN,,,Active,,,,,,,,,,Expired,,Active,,Active,,Expired,,,,13778
1070618,BIN,,,Active,,,,,,,,,,Active,,,,,,Expired,,,,13779
1495824,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13780
1124196,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13781
1524882,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,13782
1122403,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13783
1546416,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13784
1531425,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13785
1373024,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13786
1541408,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13787
1117184,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13788
1193594,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13789
1413718,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13790
1546364,BIN,,,Expired,CF-2025-111869,,,,,,,,,Expired,CF-2025-111869,,,,,Deficient,CF-2025-111869,,,13791
1319262,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13792
1448111,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13793
1080105,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13794
1500243,BIN,,,Active,,,,,,,,,,,,,,Active,,,,,,13795
1386820,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13796
1386935,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13797
1531261,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13798
1525229,BIN,,,,,,,,,Active,,,,,,,,,,,,,,13799
1396981,BIN,,,Active,,,,,,,,,,,,Active,,,,Expired,,,,13800
1262068,BIN,,,Expired,,,,,,,,,,,,Expired,,,,,,,,13801
1522984,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,13802
1051694,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13803
1474759,BIN,,,Active,,,,,,Active,,,,Active,,,,,,Active,,,,13804
1046831,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13805
1333668,BIN,,,Expired,,,,,,,,,,,,Expired,,,,,,,,13806
1002764,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13807
1253841,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13808
1471084,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,13809
1405280,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13810
1028091,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13811
1004467,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13812
1548604,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13813
1543846,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13814
1526906,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13815
1081553,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13816
1239239,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13817
1119190,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13818
1550481,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13819
3000686,BIN,,,,,,,,,,,,,Active,,,,,,Active,,,,13820
1473911,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13821
1273747,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13822
1512118,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13823
1519751,BIN,,,Expired,,,,,,,,,,,,,,Expired,,,,,,13824
1305017,BIN,,,Deficient,,,,,,,,,,,,,,,,Deficient,,,,13825
1196173,BIN,,,,,,,,,,,,,,,Active,,,,Deficient,CF-2025-089315,,,13826
1118365,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13827
1547334,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13828
1059255,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13829
1077591,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13830
1440598,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13831
1056140,BIN,,,,,,,,,Active,,,,,,,,,,,,,,13832
1459605,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13833
1237683,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13834
1103137,BIN,,,Expired,,,,,,Active,,,,,,,,,,,,,,13835
1499403,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13836
1089606,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13837
1542451,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13838
1056329,BIN,,,,,,,,,,,,,,,,,,,Deficient,,,,13839
1551449,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13840
1040414,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13841
1027192,BIN,,,Active,,,,,,,,,,Active,,Active,,,,Expired,,,,13842
1067669,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13843
1239433,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13844
1222949,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13845
1285147,BIN,,,Expired,,,,,,,,,,Active,,,,,,Expired,,,,13846
